Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
521328,MARSHFIELD MEDICAL CENTER-LADYSMITH,10/1/2020,12/31/2020,25
21304,PETERSBURG MEDICAL CENTER,7/1/2021,6/30/2022,27
30024,ST. JOSEPHS HOSPITAL & MEDICAL CTR,7/1/2021,6/30/2022,553
50060,COMMUNITY REGIONAL MEDICAL CENTER,9/1/2021,8/31/2022,899
50492,CLOVIS COMMUNITY MEDICAL CENTER,9/1/2021,8/31/2022,280
50744,ANAHEIM GLOBAL MEDICAL CENTER,9/1/2021,8/31/2022,189
50745,CHAPMAN GLOBAL MEDICAL CENTER,9/1/2021,8/31/2022,114
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,9/1/2021,8/31/2022,282
51304,JOHN C. FREMONT HEALTHCARE DISTRICT,7/1/2021,6/30/2022,35
51326,PLUMAS DISTRICT HOSPITAL CAH,7/1/2021,6/30/2022,14
54123,ST. JOSEPHS BEHAVIORAL HLTH CENTER,7/1/2021,6/30/2022,35
143026,SHIRLEY RYAN ABILITYLAB,9/1/2021,8/31/2022,225
150046,TERRE HAUTE REGIONAL HOSPITAL,9/1/2021,8/31/2022,189
271326,BEARTOOTH BILLINGS CLINIC,7/1/2021,6/30/2022,10
271340,MARCUS DALY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,31
292007,LAS VEGAS AMG SPECIALTY HOSPITAL,9/1/2021,8/31/2022,24
351323,CAVALIER COUNTY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,25
381309,LAKE HEALTH DISTRICT,7/1/2021,6/30/2022,24
390072,BERWICK HOSPITAL CENTER,7/1/2021,6/30/2022,90
430016,AVERA MCKENNAN,7/1/2021,6/30/2022,679
450018,THE UNIVERSITY OF TEXAS MEDICAL BR.,9/1/2021,8/31/2022,810
500039,HARRISON MEDICAL CENTER,7/1/2021,6/30/2022,238
500108,ST JOSEPH MEDICAL CENTER,7/1/2021,6/30/2022,328
500141,ST FRANCIS HOSPITAL,7/1/2021,6/30/2022,118
500151,ST ANTHONY HOSPITAL,7/1/2021,6/30/2022,112
530002,CAMPBELL COUNTY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,232
54133,METROPOLITAN STATE HOSPITAL,7/1/2021,6/30/2022,1106
104018,LIFESTREAM BEHAVIORAL CENTER,7/1/2021,6/30/2022,66
214004,SPRINGFIELD HOSPITAL CENTER,7/1/2021,6/30/2022,522
230110,SPECTRUM HEALTH LUDINGTON,1/1/2021,12/31/2021,45
230165,ASCENSION ST JOHN HOSPITAL,7/1/2021,6/30/2022,619
230195,ASCENSION MACOMB-OAKLAND HOSPITAL,7/1/2021,6/30/2022,518
244012,ALEXANDRIA BEHAVORIAL HEALTH HSP,7/1/2021,6/30/2022,16
244013,FERGUS FALLS CBHH,7/1/2021,6/30/2022,16
244014,BEMIDJI BEHAVORIAL HEALTH HSP,7/1/2021,6/30/2022,16
244015,BAXTER BEHAVORIAL HEALTH HSP,7/1/2021,6/30/2022,16
274004,SHODAIR CHILDRENS HOSPITAL,7/1/2021,6/30/2022,86
341314,CAH #1 - WASHINGTON,10/1/2020,12/31/2020,25
374008,JIM TALIAFERRO COMM MENTAL HLTH CNTR,7/1/2021,6/30/2022,14
673071,ENCOMPASS HEALTH REHABILITATION HOSP,10/1/2020,9/30/2021,40
110209,TURNING POINT HOSPITAL,1/1/2021,12/31/2021,69
390009,SAINT VINCENT HOSPITAL,7/1/2021,6/30/2022,348
390039,SOMERSET HOSPITAL,7/1/2021,6/30/2022,56
390090,WESTERN PENNSYLVANIA HOSPITAL,7/1/2021,6/30/2022,288
390231,ABINGTON MEMORIAL HOSPITAL,7/1/2021,6/30/2022,634
454093,SUNRISE CANYON HOSPITAL,9/1/2021,8/31/2022,30
464001,UTAH STATE HOSPITAL,7/1/2021,6/30/2022,355
40041,ST. MARYS REGIONAL MEDICAL CENTER,9/1/2021,8/31/2022,157
52034,KINDRED HOSPITAL SAN FRANCISCO,9/1/2021,8/31/2022,99
100290,THE VILLAGES REGIONAL HOSPITAL,7/1/2021,6/30/2022,307
102032,LANDMARK HOSPITAL OF SOUTHWEST FLORI,9/1/2021,8/31/2022,32
320067,GUADALUPE COUNTY HOSPITAL,7/1/2021,6/30/2022,10
374006,CARL ALBERT COMMUNITY MENTAL HEALTH,7/1/2021,6/30/2022,15
490024,CARILION MEDICAL CENTER,10/1/2020,9/30/2021,722
670143,ASCENSION SETON BASTROP,7/1/2021,6/30/2022,7
40078,NATIONAL PARK MEDICAL CENTER,9/1/2021,8/31/2022,163
51328,TAHOE FOREST HOSPITAL,7/1/2021,6/30/2022,62
100150,LOWER KEYS MEDICAL CENTER,10/1/2020,9/30/2021,122
150012,ST. JOSEPHS REG MED CENTER S. BEND,7/1/2021,6/30/2022,253
161307,HANCOCK COUNTY HEALTH SYSTEM,7/1/2021,6/30/2022,25
161308,FRANKLIN GENERAL HOSPITAL,7/1/2021,6/30/2022,77
161310,ADAIR COUNTY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,25
161311,HAWARDEN REGIONAL HEALTHCARE,7/1/2021,6/30/2022,25
161327,DAVIS COUNTY HOSPITAL,7/1/2021,6/30/2022,25
161340,DECATUR COUNTY HOSPITAL,7/1/2021,6/30/2022,11
161373,RINGGOLD COUNTY HOSPITAL,7/1/2021,6/30/2022,16
261318,SALEM MEMORIAL DISTRICT HOSPITAL,7/1/2021,6/30/2022,43
281309,SYRACUSE AREA HEALTH,7/1/2021,6/30/2022,10
342012,KINDRED HOSPITAL GREENSBORO,9/1/2021,8/31/2022,124
430008,BROOKINGS HEALTH SYSTEM,1/1/2021,12/31/2021,128
452016,KINDRED HOSPITAL SAN ANTONIO,9/1/2021,8/31/2022,59
454014,KERRVILLE STATE HOSPITAL,9/1/2021,8/31/2022,220
460061,LAYTON HOSPITAL,1/1/2021,12/31/2021,36
72003,GAYLORD HOSPITAL  INC,10/1/2020,9/30/2021,137
152013,KINDRED HOSPITAL INDIANAPOLIS NORTH,6/1/2021,8/31/2021,45
191311,BUNKIE GENERAL HOSPITAL,7/1/2021,6/30/2022,24
191319,ACADIA-ST. LANDRY HOSPITAL,7/1/2021,6/30/2022,25
192008,SAGE SPECIALTY CARE HOSPITAL,9/1/2021,8/31/2022,110
194020,BRENTWOOD BEHAVIORAL-SHREVEPORT,1/1/2021,12/31/2021,238
224039,HAVERHILL PAVILION,1/1/2021,12/31/2021,71
301306,FRANKLIN REGIONAL HOSPITAL,10/1/2020,4/30/2021,35
450222,CONROE REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,295
673079,ENCOMPASS HEALTH REHABILITATION OF W,8/13/2021,9/30/2022,40
713028,ENCOMPASS HEALTH REHABILITATION HOSP,8/20/2021,9/30/2022,40
52037,KINDRED HOSPITAL ONTARIO,9/1/2021,8/31/2022,91
52038,KINDRED HOSPITAL LA MIRADA,9/1/2021,8/31/2022,193
54083,KEDREN COMMUNITY MENTAL HEALTH,7/1/2021,6/30/2022,
62013,KINDRED HOSPITAL AURORA,9/1/2021,8/31/2022,37
100232,HCA FLORIDA PUTNAM HOSPITAL,9/1/2021,8/31/2022,87
102013,KINDRED HOSPITAL CENTRAL TAMPA,9/1/2021,8/31/2022,102
112004,SSH - ES MIDTOWN ATLANTA,9/1/2021,8/31/2022,100
122001,LEAHI HOSPITAL,7/1/2021,6/30/2022,160
150044,BAPTIST HEALTH FLOYD,9/1/2021,8/31/2022,248
152025,CENTRAL INDIANA-AMG SPECIALTY HOSPIT,9/1/2021,8/31/2022,41
160029,MERCY HOSPITAL IOWA CITY,7/1/2021,6/30/2022,211
161300,MERCYONE PRIMGHAR MEDICAL CENTER,7/1/2021,6/30/2022,14
161304,CHI HEALTH MERCY CORNING,7/1/2021,6/30/2022,22
161309,CHI HEALTH - MISSOURI VALLEY,7/1/2021,6/30/2022,25
161323,MITCHELL COUNTY REGIONAL HEALTH CENT,7/1/2021,6/30/2022,25
161328,REGIONAL HEALTH SERVICES OF HOWARD C,7/1/2021,6/30/2022,19
161337,VAN BUREN COUNTY HOSPITAL,7/1/2021,6/30/2022,25
161342,MONROE COUNTY HOSPITAL,7/1/2021,6/30/2022,25
161353,KOSSUTH REGIONAL HEALTH CENTER,7/1/2021,6/30/2022,25
161357,PALO ALTO COUNTY HOSPITAL,7/1/2021,6/30/2022,47
161377,MERCY MEDICAL CENTER-CENTERVILLE,7/1/2021,6/30/2022,39
161378,MERCYONE DYERSVILLE MEDICAL CENTER,7/1/2021,6/30/2022,20
171340,HERINGTON HOSPITAL,7/1/2021,6/30/2022,15
180139,KENTUCKY RIVER MEDICAL CENTER,9/1/2021,8/31/2022,49
182001,KINDRED HOSPITAL LOUISVILLE,9/1/2021,8/31/2022,200
190164,BYRD REGIONAL HOSPITAL,8/1/2021,7/31/2022,49
192004,KPC PROMISE HOSPITAL OF BATON ROUGE,9/1/2021,8/31/2022,54
220066,THE MERCY HOSPITAL,7/1/2021,6/30/2022,180
222007,HEBREW REHABILITATION CENTER,10/1/2020,9/30/2021,717
230029,ST. JOSEPH MERCY HOSPITAL-OAKLAND,7/1/2021,6/30/2022,427
230093,SPECTRUM HEALTH BIG RAPIDS,1/1/2021,12/31/2021,49
230259,CHELSEA COMMUNITY HOSPITAL,7/1/2021,6/30/2022,133
261310,SCOTLAND COUNTY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,25
262018,KINDRED HOSPITAL NORTHLAND,9/1/2021,8/31/2022,50
280009,CHI HEALTH GOOD SAMARITAN,7/1/2021,6/30/2022,195
280105,CHI HEALTH MIDLANDS,7/1/2021,6/30/2022,28
280130,CHI HEALTH LAKESIDE,7/1/2021,6/30/2022,114
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,17
281323,CHI HEALTH SCHUYLER,7/1/2021,6/30/2022,25
281342,SAINT MARYS HOSPITAL,7/1/2021,6/30/2022,18
281346,CHI HEALTH PLAINVIEW,7/1/2021,6/30/2022,15
281349,PENDER COMMUNITY HOSPITAL DISTRICT,7/1/2021,6/30/2022,21
292002,KINDRED HOSPITAL LAS VEGAS,9/1/2021,8/31/2022,226
320003,ALTA VISTA REGIONAL HOSPITAL,9/1/2021,8/31/2022,46
362026,SSH - CLEVELAND,9/1/2021,8/31/2022,143
390026,CHESTNUT HILL HOSPITAL,7/1/2021,6/30/2022,148
442007,KINDRED HOSPITAL CHATTANOOGA,9/1/2021,8/31/2022,44
452028,KINDRED HOSPITAL TARRANT COUNTY,9/1/2021,8/31/2022,160
161319,MERCYONE ELKADER MEDICAL CENTER,7/1/2021,6/30/2022,15
161322,DALLAS COUNTY HOSPITAL,7/1/2021,6/30/2022,25
192009,CURAHEALTH NEW ORLEANS LLC,9/1/2021,8/31/2022,80
230022,COMMUNITY HEALTH CENTER BRANCH,1/1/2021,12/31/2021,75
230069,SJMHS - LIVINGSTON,7/1/2021,6/30/2022,42
230174,NORTH OTTAWA COMMUNITY HOSPITAL,7/1/2021,6/30/2022,36
240213,HEALTHEAST WOODWINDS HOSPITAL,1/1/2021,12/31/2021,86
294000,NORTHERN NEVADA ADULT MENTAL HEALTH,7/1/2021,6/30/2022,70
294002,SOUTHERN NEVADA ADULT MENTAL HEALTH,7/1/2021,6/30/2022,289
330030,NEWARK WAYNE COMMUNITY HOSPITAL,1/1/2021,12/31/2021,297
330214,NYU LANGONE HOSPITALS,9/1/2021,8/31/2022,1728
390123,POTTSTOWN MEMORIAL MEDICAL CENTER,7/1/2021,6/30/2022,213
440111,METRO NASHVILLE GENERAL HOSPITAL,7/1/2021,6/30/2022,114
450587,HENDRICK MEDICAL CENTER BROWNWOOD,9/1/2021,8/31/2022,57
504008,LOURDES COUNSELING CENTER,7/1/2021,6/30/2022,22
54114,SAN DIEGO COUNTY PSYCHIATRIC HOSPITA,7/1/2021,6/30/2022,
142009,KINDRED HOSPITAL LAKESHORE,9/1/2021,8/31/2022,72
150076,ST. JOSEPHS REG MED CENTER PLYMOUTH,7/1/2021,6/30/2022,45
160032,MERCYONE - NEWTON MEDICAL CENTER,7/1/2021,6/30/2022,48
161358,WAYNE COUNTY HOSPITAL,7/1/2021,6/30/2022,25
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,9/1/2021,8/31/2022,25
280060,CHI HEALTH CREIGHTON UNIVERSITY BERG,7/1/2021,6/30/2022,389
430093,SAME DAY SURGERY CENTER,7/1/2021,6/30/2022,6
450253,BELLVILLE MEDICAL CENTER,7/1/2021,6/30/2022,23
52031,BARLOW RESPIRATORY HOSPITAL,9/1/2021,8/31/2022,105
93025,NATIONAL REHABILITATION HOSPITAL,7/1/2021,6/30/2022,137
390156,MERCY CATHOLIC MEDICAL CENTER,7/1/2021,6/30/2022,183
224007,MCLEAN HOSPITAL,10/1/2020,9/30/2021,289
260191,BARNES JEWISH ST. PETERS HOSPITAL,1/1/2021,12/31/2021,109
194044,ACADIA VERMILION HOSPITAL,1/1/2021,12/31/2021,78
214003,BROOK LANE PSYCHIATRIC CENTER,7/1/2021,6/30/2022,65
310086,KENNEDY UNIVERSITY HOSPITAL,7/1/2021,6/30/2022,546
312014,MATHENY SCHOOL & HOSPITAL,7/1/2021,6/30/2022,101
394043,CLARION PSYCHIATRIC HOSPITAL,7/1/2021,6/30/2022,112
433300,LIFESCAPE,7/1/2021,6/30/2022,
454148,PERIMETER HOSPITAL OF ARLINGTON,1/1/2021,12/31/2021,76
214020,J KENT MCNEW FAMILY MEDICAL CENTER,7/1/2021,6/30/2022,16
230279,ST. JOHN BRIGHTON,7/1/2021,6/30/2022,99
394033,MONTGOMERY CNTY EMERGENCY SRV. INC.,7/1/2021,6/30/2022,73
394056,TOWER BEHAVIORAL HEALTH,7/1/2021,6/30/2022,144
34030,PALO VERDE BEHAVIORAL HEALTH,9/1/2021,8/31/2022,84
264004,FULTON STATE HOSPITAL,7/1/2021,6/30/2022,450
670125,TEXAS CENTER FOR INFECTIOUS DISEASE,9/1/2021,8/31/2022,50
53306,CHILDRENS HOSPITAL AT MISSION,7/1/2021,6/30/2022,
54028,GATEWAYS HOSPITAL AND MENTAL HEALTH,7/1/2021,6/30/2022,55
54125,SANTA BARBARA COUNTY MENTAL HEALTH,7/1/2021,6/30/2022,16
262010,KINDRED HOSPITAL ST. LOUIS,9/1/2021,8/31/2022,98
280128,CHI HEALTH NEBRASKA HEART,7/1/2021,6/30/2022,54
370013,MERCY HOSPITAL OKC,7/1/2021,6/30/2022,344
390196,AMERICAN ONCOLOGIC HOSPIAL,7/1/2021,6/30/2022,100
454084,AUSTIN STATE HOSPITAL,9/1/2021,8/31/2022,199
512005,SSH WEIRTON,9/1/2021,8/31/2022,49
670131,BAYLOR SCOTT & WHITE - BUDA,9/1/2021,8/31/2022,15
352004,VIBRA HOSPITAL OF FARGO  LLC,8/1/2021,7/31/2022,31
390204,NAZARETH HOSPITAL-PHILA  PA,7/1/2021,6/30/2022,200
400135,CENTRO COMPRENSIVO DE CANCER,7/1/2021,6/30/2022,29
410012,THE MIRIAM HOSPITAL,10/1/2020,9/30/2021,246
450634,MEDICAL CITY DENTON,1/1/2021,12/31/2021,195
454000,BIG SPRING STATE HOSPITAL,9/1/2021,8/31/2022,144
220035,NORTH SHORE MEDICAL CENTER,10/1/2020,9/30/2021,362
220100,SOUTH SHORE HOSPITAL,10/1/2020,9/30/2021,374
220135,FALMOUTH HOSPITAL,10/1/2020,9/30/2021,81
223034,SPAULDING REHABILITATION HOSPITAL,10/1/2020,9/30/2021,132
251324,WALTHALL COUNTY GENERAL HOSPITAL,10/1/2020,9/30/2021,25
264034,SOUTHEAST BEHAVIORAL HOSPITAL,9/1/2021,8/31/2022,50
330011,OUR LADY OF LOURDES MEMORIAL HOSP,7/1/2021,6/30/2022,175
410006,NEWPORT HOSPITAL,10/1/2020,9/30/2021,107
474004,VERMONT PSYCHIATRIC CARE HOSPITAL,7/1/2021,6/30/2022,25
521317,ASCENSION CALUMET HOSPITAL,7/1/2021,6/30/2022,25
44020,VISTA HEALTH TEXARKANA,1/1/2021,12/31/2021,62
140100,MIDWESTERN REGIONAL MEDICAL CENTER,7/1/2021,9/30/2022,73
222047,WHITTIER HOSPITAL-BRADFORD,10/1/2020,9/30/2021,60
224022,BOURNEWOOD HOSPITAL,1/1/2021,12/31/2021,102
51308,SURPRISE VALLEY HEALTH CARE DISTRICT,7/1/2021,6/30/2022,26
54130,PACIFIC GROVE HOSPITAL,1/1/2021,12/31/2021,68
154047,MICHIANA BEHAVIORAL HEALTH CTR,9/1/2021,8/31/2022,54
260047,CAPITAL REGION MEDICAL CENTER,7/1/2021,6/30/2022,114
260095,AMEND #1 CENTERPOINT MEDICAL CENTER,4/1/2021,3/31/2022,281
390331,WILLS EYE HOSPITAL,7/1/2021,6/30/2022,4
161312,GUTTENBERG MUNICIPAL HOSPITAL,7/1/2021,6/30/2022,25
241305,RIVERWOOD HEALTHCARE CENTER,10/1/2020,9/30/2021,25
323026,NEW MEXICO REHABILITATION CENTER,7/1/2021,6/30/2022,15
331305,OCONNOR HOSPITAL,1/1/2021,12/31/2021,16
331311,LITTLE FALLS HOSPITAL,1/1/2021,12/31/2021,25
342021,CONTINUECARE HOSPITAL AT UNIVERSITY,7/1/2021,3/14/2022,17
394020,PHILHAVEN,7/1/2021,6/30/2022,118
410008,SOUTH COUNTY HOSPITAL,10/1/2020,9/30/2021,79
524002,WINNEBAGO MENTAL HEALTH INSTITUTE,7/1/2021,6/30/2022,330
524008,MENDOTA MENTAL HEALTH INSTITUTE,7/1/2021,6/30/2022,379
150021,PARKVIEW HOSPITAL,1/1/2021,12/31/2021,938
104075,NORTH TAMPA BEHAVIORAL HEALTH,1/1/2021,12/31/2021,126
204005,SPRING HARBOR HOSPITAL,10/1/2020,9/30/2021,100
220015,COOLEY DICKINSON HOSPITAL,10/1/2020,9/30/2021,140
220119,FAULKNER HOSPITAL,10/1/2020,9/30/2021,171
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,1/1/2021,12/31/2021,368
342020,SSH -GREENSBORO,5/1/2021,4/30/2022,30
521353,CUMBERLAND MEMORIAL HOSPITAL,7/1/2021,6/30/2022,25
30138,WESTERN REGIONAL MEDICAL CENTER,7/1/2021,9/30/2022,38
50100,SHARP MEMORIAL HOSPITAL,10/1/2020,9/30/2021,862
220110,BRIGHAM AND WOMENS HOSPITAL,10/1/2020,9/30/2021,812
223032,REHAB HOSPITAL OF CAPE & ISLANDS,10/1/2020,9/30/2021,60
231320,MH-LAKESHORE CAMPUS,7/1/2021,6/30/2022,24
361331,FAYETTE COUNTY MEMORIAL HOSP,1/1/2021,5/1/2021,25
410007,RHODE ISLAND HOSPITAL,10/1/2020,9/30/2021,704
260163,PARKLAND HEALTH CENTER - FARMINGTON,1/1/2021,12/31/2021,108
271336,LOGAN HEALTH WHITEFISH,4/1/2021,3/31/2022,25
300018,WENTWORTH DOUGLASS HOSPITAL,10/1/2020,9/30/2021,118
334027,SOUTH OAKS HOSPITAL,1/1/2021,12/31/2021,202
351308,NELSON COUNTY HEALTH SYSTEM-HOSPITAL,7/1/2021,6/30/2022,58
453302,CHILDRENS MEDICAL CENTER OF DALLAS,1/1/2021,12/31/2021,378
281304,THAYER COUNTY HEALTH SERVICES,7/1/2021,6/30/2022,19
352005,VIBRA HOSPITAL OF CENTRAL DAKOTAS  L,8/1/2021,7/31/2022,41
510008,CITY HOSPITAL INC.,1/1/2021,12/31/2021,186
510072,WETZEL COUNTY HOSPITAL,1/1/2021,12/31/2021,25
30101,WESTERN ARIZONA REGIONAL MEDICAL CEN,9/1/2021,8/31/2022,99
50026,GROSSMONT HOSPITAL,10/1/2020,9/30/2021,558
102003,SSH -ORLANDO,1/1/2021,12/31/2021,99
524041,WILLOW CREEK BEHAVIORAL HEALTH,1/1/2021,12/31/2021,72
30085,NORTHWEST MEDICAL CENTER,10/1/2020,9/30/2021,271
30114,NORTHWEST MEDICAL CENTER ORO VALLEY,10/1/2020,9/30/2021,146
50222,SHARP CHULA VISTA MEDICAL CENTER,10/1/2020,9/30/2021,449
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,5/1/2021,4/30/2022,17
141324,FERRELL HOSPITAL,4/1/2021,3/31/2022,25
142009,KINDRED HOSPITAL LAKESHORE,12/17/2020,8/31/2021,140
221300,MARTHAS VINEYARD HOSPITAL,10/1/2020,9/30/2021,25
230104,HARPER- HUTZEL HOSPITAL,1/1/2021,12/31/2021,328
230277,HURON VALLEY-SINAI HOSPITAL,11/1/2020,10/31/2021,153
240063,HEALTHEAST ST JOSEPHS HOSPITAL,1/1/2021,12/31/2021,153
330136,MARY IMOGENE BASSETT HOSPITAL,1/1/2021,12/31/2021,180
331320,BASSETT HOSPITAL OF SCHOHARIE COUNTY,1/1/2021,12/31/2021,25
501332,TRI-STATE MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
50234,SHARP CORONADO HOSPITAL,10/1/2020,9/30/2021,181
50272,REDLANDS COMMUNITY HOSPITAL,10/1/2020,9/30/2021,229
50378,PACIFICA HOSPITAL OF THE VALLEY,1/1/2021,12/31/2021,231
51324,NORTHERN INYO HOSPITAL,7/1/2021,6/30/2022,25
172005,SSH - KANSAS CITY,11/1/2020,10/31/2021,40
374023,CEDAR RIDGE HOSPITAL,1/1/2021,12/31/2021,116
490032,VCU HEALTH SYSTEM MCV HOSPITAL,7/1/2021,6/30/2022,711
501305,LINCOLN HOSPITAL,1/1/2021,12/31/2021,25
510013,REYNOLDS MEMORIAL HOSPITAL,1/1/2021,12/31/2021,94
511308,BRAXTON COUNTY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
511322,SUMMERSVILLE REGIONAL MED CENTER,1/1/2021,12/31/2021,77
30022,VALLEYWISE HEALTH MEDICAL CENTER,7/1/2021,6/30/2022,738
44007,RIVENDELL ARKANSAS,1/1/2021,12/31/2021,80
50067,OAK VALLEY DISTRICT HOSPITAL,7/1/2021,6/30/2022,150
50090,SONOMA VALLEY HEALTH CARE DISTRICT,7/1/2021,6/30/2022,75
50110,LOMPOC VALLEY MEDICAL CENTER,7/1/2021,6/30/2022,170
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,1/1/2021,12/31/2021,249
50261,SIERRA VIEW MEDICAL CENTER,7/1/2021,6/30/2022,163
50315,KERN MEDICAL CENTER,7/1/2021,6/30/2022,222
50360,MARINHEALTH MEDICAL CENTER,1/1/2021,12/31/2021,327
50471,PIH HEALTH GOOD SAMARITAN HOSPITAL,10/1/2020,9/30/2021,363
50481,WEST HILLS HOSPITAL,1/1/2021,12/31/2021,214
50597,EMANATE HEALTH FOOTHILL PRESB. HOSP.,1/1/2021,12/31/2021,105
51311,BIGGS-GRIDLEY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,106
60008,SAN LUIS VALLEY REG MED CENTER,7/1/2021,6/30/2022,49
64026,PEAK VIEW BEHAVIORAL HEALTH,1/1/2021,12/31/2021,112
100228,WESTSIDE REGIONAL MEDICAL CENTER,2/1/2021,1/31/2022,250
104078,SUNCOAST BEHAVIORAL HEALTH CENTER,11/1/2020,10/31/2021,60
141310,MENDOTA COMMUNITY HOSPITAL,10/1/2020,9/30/2021,25
142006,KINDRED HOSPITAL SYCAMORE,12/16/2020,8/31/2021,69
143300,ANN & ROBERT H. LURIE CHILDRENS HOS,9/1/2021,8/31/2022,364
182005,COMMONWEALTH REGIONAL SPECIALTY HOSP,2/1/2021,1/31/2022,16
192034,ST. LANDRY EXTENDED CARE,9/1/2021,8/31/2022,24
220090,MILFORD REGIONAL MEDICAL CENTER  INC,10/1/2020,9/30/2021,149
230021,LAKELAND MEDICAL CENTER  ST. JOSEPH,1/1/2021,12/31/2021,296
230156,ST JOSEPH MERCY HOSPITAL ANN ARBOR,7/1/2021,6/30/2022,518
241354,TRI COUNTY HOSPITAL,1/1/2021,12/31/2021,25
250019,MEMORIAL HOSPITAL AT GULFPORT,10/1/2020,9/30/2021,454
271327,ROSEBUD COMMUNITY HOSPITAL,7/1/2021,6/30/2022,57
281343,WEST HOLT MEMORIAL HOSPITAL,7/1/2021,6/30/2022,17
291304,PERSHING GENERAL HOSPITAL,7/1/2021,6/30/2022,38
300017,PARKLAND MEDICAL CENTER,8/1/2021,7/31/2022,86
300019,CHESHIRE MEDICAL CENTER,7/1/2021,6/30/2022,110
320001,UNIVERSITY OF NEW MEXICO HOSPITAL,7/1/2021,6/30/2022,554
330014,JAMAICA HOSPITAL MEDICAL CENTER,1/1/2021,12/31/2021,546
330078,SISTERS OF CHARITY HOSPITAL,1/1/2021,12/31/2021,478
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,1/1/2021,12/31/2021,184
330102,KENMORE MERCY HOSPITAL,1/1/2021,12/31/2021,344
330188,MOUNT ST. MARYS HOSPITAL,1/1/2021,12/31/2021,175
330279,MERCY HOSPITAL OF BUFFALO,1/1/2021,12/31/2021,473
334009,NEW YORK P.I.,4/1/2021,3/31/2022,21
334015,ROCKLAND P.C.,4/1/2021,3/31/2022,415
334043,SOUTH BEACH P.C.,4/1/2021,3/31/2022,493
334054,MANHATTAN P.C.,4/1/2021,3/31/2022,209
341326,MH ANGEL MEDICAL CENTER LLLP,11/1/2020,10/31/2021,25
364049,DUBLIN SPRINGS,1/1/2021,12/31/2021,120
364056,ASSURANCE HEALTH - CINCINNATI,1/1/2021,12/31/2021,42
372012,INSPIRE SPECIALTY HOSPITAL - MW CITY,1/1/2021,12/31/2021,31
380090,BAY AREA HOSPITAL,7/1/2021,6/30/2022,144
381302,NORTH LINCOLN HOSPITAL,1/1/2021,12/31/2021,25
381314,SAMARITAN PACIFIC COMM HOSPITAL,1/1/2021,12/31/2021,25
381323,SAMARITAN LEBANON COMM HOSPITAL,1/1/2021,12/31/2021,25
390127,PHOENIXVILLE HOSPITAL,7/1/2021,6/30/2022,144
394053,HAVEN BEHAVIORAL HOSP- PHILADELPHIA,1/1/2021,12/31/2021,36
450508,LION STAR NACOGDOCHES MEMORIAL HOSP,7/16/2021,6/30/2022,180
451318,STONEWALL MEMORIAL HOSPITAL,10/1/2020,9/30/2021,20
451373,WARD MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
452044,LIFECARE SPEC HOSP OF NORTH TEXAS,9/1/2021,8/31/2022,206
452083,MID JEFFERSON EXTENDED CARE HOSPT.,9/1/2021,8/31/2022,78
454011,SAN ANTONIO STATE HOSPITAL,9/1/2021,8/31/2022,262
454088,RIO GRANDE STATE CENTER,9/1/2021,8/31/2022,78
491309,LEE COUNTY COMMUNITY HOSPITAL,8/26/2021,6/30/2022,6
521350,ASPIRUS LANGLADE HOSPITAL,7/1/2021,6/30/2022,25
670112,CUMBERLAND SURGICAL HOSPITAL,9/1/2021,8/31/2022,25
670265,LEGENT ORTHOPEDIC HOSPITAL CARROLLTO,9/1/2021,8/31/2022,22
190004,THIBODAUX REGIONAL HEALTH SYSTEM,10/1/2020,9/30/2021,194
200021,MID COAST HOSPITAL,10/1/2020,12/31/2020,92
220075,MASSACHUSETTS EYE AND EAR INFIRMARY,10/1/2020,9/30/2021,41
390321,LVH-COORDINATED ALLENTOWN,7/1/2021,7/31/2022,20
420020,GEORGETOWN MEMORIAL HOSPITAL,10/1/2020,9/30/2021,71
73025,MOUNT SINAI REHABILITATION HOSPTIAL,10/1/2020,9/30/2021,60
222043,VIBRA HOSP OF SOUTHEASTERN MASS,1/1/2021,12/31/2021,90
330024,MOUNT SINAI HOSPITAL,1/1/2021,12/31/2021,1176
361304,GREENFIELD AREA MEDICAL CENTER,1/1/2021,12/31/2021,25
50122,DAMERON HOSPITAL,1/1/2021,12/31/2021,170
100204,NORTH FLORIDA REGIONAL MED CTR,3/1/2021,2/28/2022,495
